"id_produk","Title","Price","Luas_Bangunan","Luas_Tanah","Kamar_Tidur","Tipe_Properti","Tipe_Penawaran","Lokasi"
"1","Vila Batu Panderman Hill 400jutaan","421000000","60","60","3","Rumah","Dijual","Batu"
"2","Villa Mewah 3 Lantai + Kolam renang di Rooftop Kota Batu","899000000","100","70","3","Rumah","Dijual","Batu"
"3","VILLA MEWAH KOTA BATU TERMURAHFREE BIAYA LEGALITAS LOKASI AMAN & NYAMAN ","550000000","55","66","2","Rumah","Dijual","Batu"
"4","RUMAH MURAH DEKAT UMM 3 NOL JALAN RAYA MALANG","500000000","45","70","2","Rumah","Dijual","Batu"
"5","The New Cluster Free Private Pool Griya Aswattha Kota Batu","614000000","65","87","3","Rumah","Dijual","Batu"
"6","VILLA MEWAH ROOF GARDEN KOTA BATU VIEW MENAWAN LOKASI STRATEGIS 1 MENIT KE BNS","1100000000","100","85","2","Rumah","Dijual","Batu"
"7","Rumah villa diBatu 3 lantai+rooftop dengan pemandangan gunung serta city light","910000000","90","68","4","Rumah","Dijual","Batu"
"8","Villa 2 lantai termurah 500 jt an di batu dekat wisata Bns  jatim park","550000000","55","66","2","Rumah","Dijual","Batu"
"9","PROMO MURAH !! Hunian Villa 2 Lantai Kota Batu VIEW INDAH 360 derajat Pegunungan","577500000","67","88","3","Rumah","Dijual","Batu"
"10","THE PREMIERE ASSALAM 2 LANTAI KOLAM RENANG PRIVAT","599000000","55","50","2","Rumah","Dijual","Batu"
"11","Di Jual Villa daerah Batu Malang dengan Harga Murah","600000000","91","151","3","Rumah","Dijual","Batu"
"12","Vila Batu de Terrace Villas","1388000000","115","120","3","Rumah","Dijual","Batu"
"13","PROMO RUMAH MURAH KONSEP VILLA DI KOTA BATU","350000000","45","60","2","Rumah","Dijual","Batu"
"14","Rumah Murah di Kota Batu ","350000000","36","57","2","Rumah","Dijual","Batu"
"15","Tipe 55/90 Dekat Kota Batu dan Dekat Jl Raya Karangploso|Lowokwaru","300000000","55","90","2","Rumah","Dijual","Batu"
"16","Rumahvilla murah dkota Batu","600000000","65","87","3","Rumah","Dijual","Batu"
"17","The Villa Amartahills di kota batu","2147483647","157","225","3","Rumah","Dijual","Batu"
"18"," Beli Rumah BONUS Pemandangan indah Udara bersih dan sejuk di Batu","700000000","70","68","3","Rumah","Dijual","Batu"
"19","SPESIAL HARGA OKTOBER HUNIAN MODERN KOTA BATU HEMAT HINGGA 100Juta.an","650000000","65","87","3","Rumah","Dijual","Batu"
"20","Miliki Passive Income 30jt/Bulan dari Pico Frio.","1300000000","128","80","3","Rumah","Dijual","Batu"
"21","Vila batu privatepool ","1400000000","130","105","4","Rumah","Dijual","Batu"
"22","Rumah murah di Batu Malang dekat Kampus UMM","813000000","80","84","3","Rumah","Dijual","Batu"
"23","Villa baru dengan perabot di kota Batu","2147483647","130","178","3","Rumah","Dijual","Batu"
"24","Dijual Villa Cantik & Mewah Di Metro Batu","2147483647","350","273","5","Rumah","Dijual","Batu"
"25","Hunian Villa Kota Batu (2 Lantai) cuma 421 juta type 60/60 Lokasi Strategis","421000000","60","60","3","Rumah","Dijual","Batu"
"26","Villa Rayya Batu kolam renang","695000000","65","72","2","Rumah","Dijual","Batu"
"27","Rumah Villa Tengah Kota Batu View Gunung","710000000","65","63","3","Rumah","Dijual","Batu"
"28","[DIREKOMENDASIKAN] VILLA MEMUKAU HARGA TERJANGKAU PANDERMAN TEANTAU","1400000000","80","90","3","Rumah","Dijual","Batu"
"29","RUMAH DI Perumahan  jl dadap tulis batu.","20000000","45","94","2","Rumah","Dijual","Batu"
"30","Rumah bagus strategis siap huni di Perumahan Puri Indah Batu","17500000","130","130","2","Rumah","Dijual","Batu"
"31","sewa villa murah di batu malang ","500","180","180","4","Rumah","Dijual","Batu"
"32","vila 2 lantai siap disewa di kusuma estate kota batu","150000000","155","170","3","Rumah","Dijual","Batu"
"33","Rumah Villa di Kusuma Agro Wisata Batu","17000000","300","400","3","Rumah","Dijual","Batu"
"34","Disewakan villa 2 lantai di jl.gandaria panderman hill kota batu","5000000","200","200","4","Rumah","Dijual","Batu"
"35","Rumah kontrakan murah siap huni di Oro Oro Ombo Batu","400000000","140","150","2","Rumah","Dijual","Batu"
"36","Villa Santika Super Luas di Daerah Batu","350000000","500","3000","4","Rumah","Dijual","Batu"
"37","Rumah di jalan Melati Batu","17500000","100","100","3","Rumah","Dijual","Batu"
"38","Villa Harian Murah Di Villa Kwb 2 Songgoriti Kota Batu","3800000","300","570","3","Rumah","Dijual","Batu"
"39","rumah beji junrejo siap di tempati","3500000","84","120","3","Rumah","Dijual","Batu"
"40","Rumah sewa murah siap huni di Perum Puri Indah Beji Batu","4000000","130","130","2","Rumah","Dijual","Batu"
"41","Vila kolam renang batu","40000000","300","630","3","Rumah","Dijual","Batu"
"42","Villa Murah dan Nyaman view cantik di kota Batu","3000000","54","78","3","Rumah","Dijual","Batu"
"43","Disewakan Villa Bagus dan murah 4 kamar di Villa Batu Permai Songgoriti","600000000","300","668","4","Rumah","Dijual","Batu"
"44","Harga Weekend Murah Villa Plus Kolam Renang Di Kota Batu","800000000","300","135","7","Rumah","Dijual","Batu"
"45","Vila kolam renang pinus batu","17000000","500","500","5","Rumah","Dijual","Batu"
"46","Rumah 15 Lantai di Jl Ikan Paus Lokasi Strategis Dekat Suhat","250","230","197","5","Rumah","Dijual","Batu"
"47","Villa Murah Design Minimalis dan Nyaman di Kota Batu","200000000","300","135","7","Rumah","Dijual","Batu"
"48","villa ekslusive murah disewakan di kawasan wisata kota batu","150000000","250","4000","5","Rumah","Dijual","Batu"
"49","rumah murah jlabdul gani kota batu","4000000","100","50","4","Rumah","Dijual","Batu"
"50","rumah murah 2 lantai kora batu","4000000","125","145","3","Rumah","Dijual","Batu"
"51","Disewakan Harian Villa Kusuma Pinus Villa Bagus Dan Nyaman Dengan View Yg Menawandan ...","3500000","300","135","7","Rumah","Dijual","Batu"
"52","Villa harian murah 5 kamar di Villa KWB 3 songgoriti Batu","17500000","700","570","5","Rumah","Dijual","Batu"
"53","Villa super murah 4 kamar tidur di kawasan Songgoriti Kota Batu","350000000","300","668","4","Rumah","Dijual","Batu"
"54","Disewakan harian villa murah 5 kamar di Villa KWB 3 Kota Batu","17500000","700","570","5","Rumah","Dijual","Batu"
"55","disewakan villa 2 lantai istimewa di jl ananas kota batu","150000000","300","200","3","Rumah","Dijual","Batu"
"56","Harga Weekend Murah Villa Plus Kolam Renang Di Kota Batu","40000000","300","135","7","Rumah","Dijual","Batu"
"57","Villa Murah Design Minimalis dan Nyaman di Kota Batu","200000000","300","135","7","Rumah","Dijual","Batu"
"58","Rumah bagus strategis siap huni di Perumahan Puri Indah Batu","40000000","130","130","2","Rumah","Dijual","Batu"
"59","rumah beji junrejo siap di tempati","20000000","84","120","3","Rumah","Dijual","Batu"
"60","Rumah sewa murah siap huni di Perum Puri Indah Beji Batu","35000000","130","130","2","Rumah","Dijual","Batu"
"61","Villa Kusuma Agro 2 lantai lengkap furnish kondisi terawat","35000000","300","400","3","Rumah","Dijual","Batu"
"62","RUMAH MINIMALIS FULL FURNISH SIAP HUNI DI GRIYA TAMAN ASRI LOKASI SEJUK","55000000","70","115","3","Rumah","Dijual","Batu"
"63","Ruko Murah Super Strategis Di Poros Jalan Raya Junrejo Kota Batu","1700000000","55","800","2","Rumah","Dijual","Batu"
"64","RUMAH KONSEP VILLA FULL FURNISHED DI VILLA KUSUMA PINUS DEKAT TEMPAT WISATA","50000000","110","84","2","Rumah","Dijual","Batu"
"65","Rumah bersih dgn view gunung sejuk aman pinggir jln raya dekat Jatim park3","45000000","150","100","3","Rumah","Dijual","Batu"
"66","Rumah Di Tirtasani dekat Tol Karanglo Baru Renovasi Siap Huni","85000000","150","144","3","Rumah","Dijual","Batu"
"67","Rumah DI Perum Tirtasani Royal River. Rumah minimalis nyaman dekat Tol Karanglo","45000000","200","144","3","Rumah","Dijual","Batu"
"68","Sewa rumah tirtasani malang karangploso","25000000","119","165","5","Rumah","Dijual","Batu"
"69","Di Jual Rumah Paling Murah di Pinggir Jalan Karangploso Malang","55000000","260","433","4","Rumah","Dijual","Batu"
"70","Rumah Minimalis 3 Lantai Posisi Hook di Karanglo Malang (IH-L010-GUN)","85000000","36","180","4","Rumah","Dijual","Batu"
"71","Rumah Minimalis Full Furnished Green Hills Karangploso (KM-66/LIV)","29000000","410","96","2","Rumah","Dijual","Batu"
"72","Rumah Minimalis Siap Huni di Malang","37000000","57","105","2","Rumah","Dijual","Batu"
"73","Rumah Di Austinville Bangunan Baru Minimalis Lokasi Sangat Bagus Dekat Kota Malang","35000000","75","105","2","Rumah","Dijual","Batu"
"74","Di Sewakan Rumah VPT Malang Konsep Modern TERMURAH","32500000","80","135","2","Rumah","Dijual","Batu"
"75","Di Sewakan Rumah Murah Di Austinvile Malang","35000000","55","90","2","Rumah","Dijual","Batu"
"76","Rumah Minimalis Dan Terawat Di Greenland Tidar","40000000","120","120","2","Rumah","Dijual","Batu"
"77","Rumah Cluster Villa Puncak Tidar","40000000","120","90","2","Rumah","Dijual","Batu"
"78","Rumah Baru Model Minimalis Di Austinville","50000000","80","135","3","Rumah","Dijual","Batu"
"79","Rumah siap huni di cluster bridgetown lokasi tidar yang berhawa sejuk","25000000","55","84","2","Rumah","Dijual","Batu"
"80","RUMAH MEWAH DENGAN TAMAN LUAS LOKASI NYAMAN LEMBAH DIENG","75000000","225","376","3","Rumah","Dijual","Batu"
"81","Di Sewakan Rumah Bangunan KokohFull Furnisheddi The OZTidar Malang ","73500000","45","84","2","Rumah","Dijual","Batu"
"82","L399 Dikontrakkan Rumah di Austineville Malang","40000000","60","105","2","Rumah","Dijual","Batu"
"83","Rumah 2 Kamar Tidur Di Kontrakan","14000000","75","104","2","Rumah","Dijual","Batu"
"84","Rumah 2 Lantai di Perumahan Tidar View Dekat Kampus di Malang","30000000","200","124","3","Rumah","Dijual","Batu"
"85","Rumah Nyaman Villa Puncak Tidar","55000000","160","180","1","Rumah","Dijual","Batu"
"86","Rumah Elit Siap Pakai di Villa Puncak Tidar","32500000","80","135","2","Rumah","Dijual","Batu"
"87","Rumah Di Lembah Dieng Akses Dekat Dengan Kawasan Perbelanjaan Kampus& Sekolah","85000000","225","376","3","Rumah","Dijual","Batu"
"88","Di Sewakan Rumah Austinville MalangFREE AC Konsep Modern","40000000","60","105","2","Rumah","Dijual","Batu"
"89","Rumah Disewakan di Jalan Raya Istana Dieng Malang","150000000","500","300","4","Rumah","Dijual","Batu"
"90","Rumah Greenland Tidar Malang 2 Kamar SHM Murah Luas Nyaman","40000000","120","120","2","Rumah","Dijual","Batu"
"91","Rumah Minimalis Bangunan Baru Di Austinville Residence","35000000","75","105","2","Rumah","Dijual","Batu"
"92","Di Sewakan Rumah Megah 2 Lantai di Villa Puncak Tidar Malang","125000000","400","300","5","Rumah","Dijual","Batu"
"93","Rumah Harga Murah Cocok Untuk Mahasiswa di Villa Bukit Tidar Malang","25000000","60","105","2","Rumah","Dijual","Batu"
"94","Rumah Disewakan di Austin Ville Dieng Malang GMK00142","40000000","50","84","3","Rumah","Dijual","Batu"
"95","Disewakan Rumah Minimalis The OZ Residence Type Collins 23 juta/tahun","23000000","36","78","2","Rumah","Dijual","Batu"
"96","Rumah Besar Luas 1500 Dengan 7 Kamar Tidur Daerah Sengkaling","125000000","1000","1500","7","Rumah","Dijual","Batu"
"97","Disewakan Murah Rumah Austinville Malang SHM Bagus Nyaman","35000000","45","84","1","Rumah","Dijual","Batu"
"98","Di Sewakan Rumah Modern Include Taman DepanBelakang di Villa Puncak Tidar Malang","55000000","160","180","1","Rumah","Dijual","Batu"
"99","Rumah Disewakan di Villa Puncak Tidar Malang","175000000","550","353","6","Rumah","Dijual","Batu"
"100","Rumah di Villa Puncak Tidar 2 Lantai Dekat Machung","125000000","400","200","4","Rumah","Dijual","Batu"
"101","Rumah disewakan di Austin Ville Malang GMK00112","35000000","100","84","2","Rumah","Dijual","Batu"
"102","HUNIAN MODERN DI PERUMAHAN ELIT TIDAR CLUSTER EKSKLUSIF DEKAT ELPICO","50000000","80","129","3","Rumah","Dijual","Batu"
"103","Disewakan Rumah Minimalis Siap Huni di Villa Puncak Tidar Malang","45000000","83","135","2","Rumah","Dijual","Batu"
"104","Disewakan Rumah Minimalis Siap Huni di Villa Puncak Tidar Malang","45000000","60","135","2","Rumah","Dijual","Batu"
"105","Disewakan Rumah di Austinville Malang Lingkungan Aman dan Nyaman","30000000","50","84","2","Rumah","Dijual","Batu"
"106","Rumah Di Raya Tlogomas Dau","400000000","1000","2000","4","Rumah","Dijual","Batu"
"107","Di Sewakan Rumah Lingkungan Nyaman 1 Lantai Di Austinvile Malang","45000000","112","69","3","Rumah","Dijual","Batu"
"108","Rumah Siap Huni di Villa Puncak Tidar","45000000","97","150","4","Rumah","Dijual","Batu"
"109","S42 Disewakan: Rumah Baru di Austinville","32000000","62","102","2","Rumah","Dijual","Batu"
"110","Rumah Kondisi Terawat dengan Furnish Lengkap dekat Machung","60000000","150","200","3","Rumah","Dijual","Batu"
"111","Rumah Siap Huni di Villa Puncak Tidar","45000000","97","150","4","Rumah","Dijual","Batu"
"112","Rumah Di Austinville Bangunan Baru Minimalis Lokasi Sangat Bagus Dekat Kota Malang","35000000","75","105","2","Rumah","Dijual","Batu"
"113","Rumah Di Tengah Kota Malang Area Tidar 2 Kamar Tidur","25000000","36","78","2","Rumah","Dijual","Batu"
"114","Di Sewakan Rumah The OZ Tidar Malang Semi Furnish Keamanan 24 Jam","35000000","45","84","2","Rumah","Dijual","Batu"
"115","Disewakan Rumah di Austinville Malang Kawasan Aman dan Nyaman","35000000","45","84","1","Rumah","Dijual","Batu"
"116","Rumah Siap Pakai di Villa Puncak Tidar","45000000","74","112","2","Rumah","Dijual","Batu"
"117","Disewakan Rumah Minimalis Desain Modern di Austinville Malang","40000000","60","105","2","Rumah","Dijual","Batu"
"118","Disewakan Rumah Harga Terjangkau Kondisi Terawat di Pesona Mutiara Tidar Malang","22000000","45","80","2","Rumah","Dijual","Batu"
"119","Disewakan Rumah di The OZ Kota Malang Lingkungan Hunian Nyaman dan Asri","73500000","45","84","2","Rumah","Dijual","Batu"
"120","Rumah Minimalis Dan Terawat Di Tidar","100000000","274","357","4","Rumah","Dijual","Batu"
"121","Di Sewakan Rumah Austinville MalangFREE AC Konsep Minimalis","40000000","60","105","2","Rumah","Dijual","Batu"
"122","L401 *DIKONTRAKKAN RUMAH DI AUSTIN VILLE* *MALANG*","35000000","45","84","1","Rumah","Dijual","Batu"
"123","Rumah The OZ Kota Malang Hunian Nyaman dan Aman","27500000","36","78","2","Rumah","Dijual","Batu"
"124","Dikontrakan Rumah Siap Huni Di VIlla Puncak Tidar (VPT) Malang","32500000","80","135","2","Rumah","Dijual","Batu"
"125","L412 Disewakan Rumah Di Pesona Mutiara Tidar Malang","17000000","84","84","2","Rumah","Dijual","Batu"
"126","Rumah Disewakan di Villa Puncak Tidar Malang GMK00392","40000000","70","130","3","Rumah","Dijual","Batu"
"127","Rumah rasa villa di villa puncak tidar dekat machung dan elpico lokasi nyaman","40000000","110","174","2","Rumah","Dijual","Batu"
"128","Rumah Siap Huni di Villa Puncak Tidar","45000000","97","150","4","Rumah","Dijual","Batu"
"129","Rumah disewakan Austin Ville Malang GMK00113","35000000","75","120","2","Rumah","Dijual","Batu"
"130","Rumah Disewakan di Austin Ville Dieng Malang GMK00305","37000000","45","84","2","Rumah","Dijual","Batu"
"131","Rumah 1 Lantai","32500000","70","90","2","Rumah","Dijual","Batu"
"132","Disewakan Rumah Cantik Terawat Minimalis di Austinville Malang","50000000","86","135","3","Rumah","Dijual","Batu"
"133","Disewakan Rumah Di villa Puncak Dieng","47500000","180","150","2","Rumah","Dijual","Batu"
"134","Disewakan Rumah Pesona Mutiara Tidar Malang Lingkungan Aman dan Nyaman","17000000","84","84","2","Rumah","Dijual","Batu"
"135","Dikontrakkan Rumah Nyaman dan Aman Daerah Dieng Malang Dekat dengan UNMER UB","22500000","100","135","3","Rumah","Dijual","Batu"
"136","Rumah Di Raya Tlogomas Dau","400000000","1000","2000","4","Rumah","Dijual","Batu"
"137","Disewakan Rumah Minimalis Siap Huni di Villa Puncak Tidar Malang","45000000","83","135","2","Rumah","Dijual","Batu"
"138","Disewakan Rumah Minimalis Kondisi Baru di Austinville Malang","32000000","105","62","2","Rumah","Dijual","Batu"
"139","Disewakan Rumah Terawat di Daerah Puncak Dieng Eksklusif Malang","31500000","195","90","3","Rumah","Dijual","Batu"
"140","Rumah Di Raya Tlogomas Dau","400000000","1000","2000","4","Rumah","Dijual","Batu"
"141","Rumah Bridgetown dgn suasana pegunungan","20000000","60","84","2","Rumah","Dijual","Batu"
"142","Di Sewakan RumahGRESS PalingMurah di Austinville DiengMalang","50000000","80","135","3","Rumah","Dijual","Batu"
"143","Rumah Disawakan Di Kawasan The OZ Tidar Malang","35000000","45","84","2","Rumah","Dijual","Batu"
"144","Di Sewakan Rumah Gaya Ausi Udara Sejuk Pegunungan di The Oz Dau Malang","27500000","36","78","2","Rumah","Dijual","Batu"
"145","Rumah disewakan di Austin Ville Malang GMK00260","32500000","50","84","2","Rumah","Dijual","Batu"
"146","Di SewakanRumah dekat Malang City Point diVilla Puncak Tidar Malang","125000000","400","300","4","Rumah","Dijual","Batu"
"147","Rumah Disewakan di Austin Ville Dieng Malang","30000000","48","84","2","Rumah","Dijual","Batu"
"148","Di Sewakan Rumah One Gate System di The OZ Tidar Malang","35000000","45","84","2","Rumah","Dijual","Batu"
"149","Rumah Di Austinville Bangunan Baru Minimalis Lokasi Sangat Bagus Dekat Kota Malang","35000000","75","105","2","Rumah","Dijual","Batu"
"150","Rumah Disewakan di Puncak Tidar Malang GMK00140","27500000","108","108","1","Rumah","Dijual","Batu"
"151","Rumah Bangunan Baru Di Austinville Security 24Jam Fasilitas Club House","28000000","48","84","2","Rumah","Dijual","Batu"
"152","Rumah 1 Lantai","40000000","65","105","2","Rumah","Dijual","Batu"
"153","Di Sewakan RumahMegah TERMURAH 2 Lantai di VillaPuncak Tidar Malang","125000000","400","300","5","Rumah","Dijual","Batu"
"154","Rumah Di Austinville Bangunan Baru Minimalis Lokasi Sangat Bagus Dekat Kota Malang","35000000","75","105","2","Rumah","Dijual","Batu"
"155","Disewakan Rumah Minimalis Terjangkau di Pesona Mutiara Tidar Malang","22000000","45","80","2","Rumah","Dijual","Batu"
"156","Rumah disewakan dengan perabot","20000000","92","92","2","Rumah","Dijual","Batu"
"157","Rumah kontrakan kota Malang.","13000000","38","45","2","Rumah","Dijual","Batu"
"158","Rumah kontrakan Kota Malang siap huni.","16500000","54","105","2","Rumah","Dijual","Batu"
"159","Rumah Kontrakan Kota Malang","25000000","100","165","3","Rumah","Dijual","Batu"
"160","Rumah Kontrakan Kota Malang","16500000","45","105","2","Rumah","Dijual","Batu"
"161","Rumah strategis dekat kampus Malang","25000000","70","112","3","Rumah","Dijual","Batu"
"162","kontrakan dekat kampus malang murah","22000000","70","80","3","Rumah","Dijual","Batu"
"163","Homestay dekat Universitas Brawijaya GRIYA WIDYA. ","1200000","190","140","4","Rumah","Dijual","Batu"
"164","Grand Arumba Malang","29000000","40","84","2","Rumah","Dijual","Batu"
"165","RUMAH BANGUNAN BARU DENGAN KONSEP KOST DI PERUMAHAN TIDAR","37500000","120","100","6","Rumah","Dijual","Batu"
"166","Dikontrakan dekat daerah Suhat Malang","27000000","45","84","2","Rumah","Dijual","Batu"
"167","Rumah Baru Renovasi Cocok Untuk Keluarga Baru","35000000","70","140","3","Rumah","Dijual","Batu"
"168","Rumah 3 lantai","40500000","180","80","7","Rumah","Dijual","Batu"
"169","Rumah dekat ub umm","20000000","54","80","2","Rumah","Dijual","Batu"
"170","Rumah disewakan Perumahan Green Orchid Tunggulwulung Malang GMK00075","70000000","150","120","3","Rumah","Dijual","Batu"
"171","Rumah Disewakan di The Nine Residence Malang GMK00368","30000000","60","66","3","Rumah","Dijual","Batu"
"172","Disewakan Rumah Baru Permata Tunggul Wulung","32000000","60","72","2","Rumah","Dijual","Batu"
"173","Di Sewakan Rumahdekat Kampus Brawijaya Perumahan Arumba Tunggulwulung Malang","30000000","62","66","3","Rumah","Dijual","Batu"
"174","Disewakan Rumah Full Furniture","45000000","100","120","2","Rumah","Dijual","Batu"
"175","Dikontrakkan rumah di Merjosari Malang cocok untuk mahasiswa atau keluarga","27000000","160","80","6","Rumah","Dijual","Batu"
"176","Rumah Kontrakan di Kontrakkan Dekat Kampus Perumahan Joyogrand Merjosari Mala","30000000","100","100","2","Rumah","Dijual","Batu"
"177","Di Sewakan Kontrakkan Rumah Dekat Kampus Di Perum Joyogrand Merjosari Malang","25000000","125","125","3","Rumah","Dijual","Batu"
"178","Rumah Kontrakan Di Kontrakkan Dekat Kampus Di Perum Joyogrand Merjosari Malang","30000000","130","130","3","Rumah","Dijual","Batu"
"179","Dikontrakkan rumah di Perumahan Bukit Cemara Tidar H3 no.15 Malang","27500000","60","78","2","Rumah","Dijual","Batu"
"180","Disewakan Rumah 2 Lantai DI Perum TECTONA Malang (Lokasi Strategis)","33000000","69","84","3","Rumah","Dijual","Batu"
"181","Terima Kost Putri dan Pasutri Mahasiswi/Karyawati","600","12","12","20","Rumah","Dijual","Batu"
"182","Dinoyo Permai Malang","40000000","230","200","4","Rumah","Dijual","Batu"
"183","Di Sewakan Atau Di Kontrakkan Rumah Dekat Kampus Jalan Vinolia Dinoyo Malang","25000000","100","48","5","Rumah","Dijual","Batu"
"184","Rumah Soekarno Hatta Malang Strategis Untuk Usaha","70000000","180","205","4","Rumah","Dijual","Batu"
"185","Rumah Di PERUMAHAN ELITE PERMATA JINGGA MALANG Dekat Dengan Global School","40000000","80","105","2","Rumah","Dijual","Batu"
"186","Rumah Elit di Kawasan Permata Jingga Malang (IP-822-HO&AND)","55000000","80","105","3","Rumah","Dijual","Batu"
"187","Rumah Disewakan di Permata Jingga Malang GMK00177","60000000","111","105","4","Rumah","Dijual","Batu"
"188","Rumah daerah Jalan Anggrek Perumahan Permata Jingga Kawasan Nyaman dan Aman","45000000","78","130","2","Rumah","Dijual","Batu"
"189","Rumah Puncak Dieng Kota Malang Siap Huni  Lokasi Strategis","45000000","150","200","2","Rumah","Dijual","Batu"
"190","Rumah Jl Bunga Bunga Kota Malang Siap Huni  Nyaman","38000000","119","153","3","Rumah","Dijual","Batu"
"191","Rumah Siap Huni di Austinville Dieng","30000000","50","84","2","Rumah","Dijual","Batu"
"192","Rumah Mewah Semi Furnished Bagus Asri di Dieng Malang","75000000","167","240","3","Rumah","Dijual","Batu"
"193","Rumah Mewah dan Luas di Jalan Poros Gunung-gunung Malang","450000000","1000","998","6","Rumah","Dijual","Batu"
"194","Rumah terawat dan siap beroperasi di gunung gunung malang hor6122928","400000000","700","899","6","Rumah","Dijual","Batu"
"195","Rumah disewakan di Jalan Bunga Malang GMK00419","85000000","300","336","8","Rumah","Dijual","Batu"
"196","DISEWAKAN RUMAH BARU TIPE STUDIO SIAP HUNI FASILITAS OK DI ARAYA MALANG","30000000","40","70","1","Rumah","Dijual","Batu"
"197","DISEWAKAN MURAH RUMAH 2KT SIAP HUNI DI VILLA PUNCAK TIDAR MLG","40000000","60","112","2","Rumah","Dijual","Batu"
"198","Rumah siap huni dan terawat di Tidar hor6991178","45000000","85","150","3","Rumah","Dijual","Batu"
"199","RUMAH CANTIKDI JALAN MEGA MENDUNG  KOTA MALANG ","25000000","57","56","6","Rumah","Dijual","Batu"
"200","RumahSedap Malam Malang*_ ","35000000","200","264","3","Rumah","Dijual","Batu"
"201","Rumah Luas di Jl Pulau-Pulau Strategis Dekat Pusat Kota Malang Bagus","47500000","160","235","2","Rumah","Dijual","Batu"
"202","Rumah Mewah Di Daerah Dieng Full Furnished","165000000","600","540","9","Rumah","Dijual","Batu"
"203","Rumah terawat dan siap huni di Gunung Gunung malang hor6746045","175000000","250","365","4","Rumah","Dijual","Batu"
"204","DISEWAKAN RUMAH SIAP HUNI DI GREENWOOD GOLF ARAYA MALANG*","40000000","65","160","2","Rumah","Dijual","Batu"
"205","RUMAH SANGAT ISTIMEWA DI PERUMAHAN ELIT ISTANA DIENG FASILITAS CLUB HOUSE","60000000","150","200","3","Rumah","Dijual","Batu"
"206","Rumah 2 Lantai dengan Perabot Kamar Banyak di Tidar Malang","65000000","202","340","5","Rumah","Dijual","Batu"
"207","Rumah Villa Puncak Tidar Kota Malang Siap Huni Akses Mobil","55000000","160","180","1","Rumah","Dijual","Batu"
"208","Rumah nyaman dan siap Huni di Tidar hor6842431","42500000","150","191","4","Rumah","Dijual","Batu"
"209","Rumah Permata Jingga Murah Design Modern Minimalist 45jt/tahun","45000000","120","150","2","Rumah","Dijual","Batu"
"210","Rumah Di Perum Villa Bukit Tidar Cocok Untuk Mahasiswa","25000000","60","105","2","Rumah","Dijual","Batu"
"211","Rumah Baru dan siap Huni di Dieng Atas hor7157188","50000000","71","120","2","Rumah","Dijual","Batu"
"212","Rumah Strategis Luas Looss Dekat Dengan Toll Madyopuro-Sawojajar","38000000","250","401","5","Rumah","Dijual","Batu"
"213","Rumah Dengan Konsep Cafe Di Daerah Kawi Lokasi Strategis Dekat Giant Kfc Dan Area K...","155000000","500","393","5","Rumah","Dijual","Batu"
"214","L421 *Disewakan Rumah Tidar Villa Estate*","20000000","84","84","2","Rumah","Dijual","Batu"
"215","Rumah Mewah di Araya Golf","200000000","500","375","5","Rumah","Dijual","Batu"
"216","Rumah di Ijen Nirwana Kawasan Elit Tengah Kota","65000000","120","144","3","Rumah","Dijual","Batu"
"217","Rumah siap huni dan terawat di Ijen nirwana hor5242088","85000000","156","169","5","Rumah","Dijual","Batu"
"218","Rumah Mewah Classic Di Perum Sulfat Erfina","575000000","250","150","5","Rumah","Dijual","Batu"
"219","Rumah Di Poros Tidar Cocok Untuk Kantor Atau Usaha","100000000","200","432","4","Rumah","Dijual","Batu"
"220","Rumah terawat dan siap huni di Bukit dieng hor6346423","40000000","120","150","2","Rumah","Dijual","Batu"
"221","Rumah siap huni dan terawat di permata jingga hor6228499","150000000","300","375","4","Rumah","Dijual","Batu"
"222","Rumah Fully Furnished Di Dieng Malang","75000000","300","300","4","Rumah","Dijual","Batu"
"223","Rumah terawat dan siap huni di araya hor6710746","30000000","63","135","3","Rumah","Dijual","Batu"
"224","TURUN HARGAL442 DisewakanRumah Furnished di Istana Dieng","85000000","150","200","3","Rumah","Dijual","Batu"
"225","Rumah Besar Di Perumahan Elite Daerah Dieng Lokasi Nyaman Ada Kolam Renang Dekat M...","150000000","600","750","5","Rumah","Dijual","Batu"
"226","Rumah Beserta Perabotan Di Perum Elite Villa Puncak Tidar ","100000000","170","220","4","Rumah","Dijual","Batu"
"227","Rumah Di Daerah Gunung - Gunung Bangunan Belanda Row Jalan Lebar","140000000","300","492","5","Rumah","Dijual","Batu"
"228","Rumah Villa Puncak Tidar Kota Malang Kawasan Nyaman dan Aman","175000000","550","360","6","Rumah","Dijual","Batu"
"229","Disewakan Rumah & Tempat Usaha* *Alamat : Jl. Dieng Atas Kalisongo - Malang","75000000","270","327","5","Rumah","Dijual","Batu"
"230","Rumah Di Premium Lokasi Istana Dieng","175000000","500","400","5","Rumah","Dijual","Batu"
"231","Rumah Di Poros Tidar Untuk Usaha","100000000","130","260","3","Rumah","Dijual","Batu"
"232","Rumah Asri Sangat Terawat Dengan Taman Luas Full Perabot Dekat Lapangan Golf","75000000","220","450","4","Rumah","Dijual","Batu"
"233","Rumah di Perumahan Pandanwangi Sulfat Malang .--","22500000","51","51","1","Rumah","Dijual","Batu"
"234","Rumah terawat dan siap huni di Tidar hor6791390","27500000","70","95","2","Rumah","Dijual","Batu"
